SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,September-7-2017,Townhouse,3924 W St NW #2,Washington,DC,20007,490000,2,1.0,Glover Park,805,,1938,41,609,210,Sold,,,http://www.redfin.com/DC/Washington/3924-W-St-NW-20007/unit-2/home/142957083,MRIS,DC10011078,N,Y,38.9189577,-77.0780636
PAST SALE,September-1-2017,Townhouse,3157 Hawthorne Dr NE #3157,Washington,DC,20017,354500,2,2.0,Brookland,1100,,1981,47,322,341,Sold,,,http://www.redfin.com/DC/Washington/3157-Hawthorne-Dr-NE-20017/unit-3157/home/10070466,MRIS,DC9991077,N,Y,38.9280706,-77.0084874
PAST SALE,October-10-2017,Multi-Family (2-4 Unit),53 Victor St NE,Washington,DC,20011,390000,,,Brookland,1406,2359,1946,8,277,,Sold,,,http://www.redfin.com/DC/Washington/53-Victor-St-NE-20011/home/10076949,MRIS,DC10078241,N,Y,38.9433833,-77.0069588
PAST SALE,October-12-2017,Townhouse,773 Kenyon St NW,Washington,DC,20010,675000,2,2.0,Columbia Heights,1200,800,1912,6,563,,Sold,,,http://www.redfin.com/DC/Washington/773-Kenyon-St-NW-20010/home/10032859,MRIS,DC10039508,N,Y,38.929978,-77.0260205
PAST SALE,July-24-2017,Townhouse,1226 47th Pl NE,Washington,DC,20019,303775,2,1.5,Deanwood,910,1776,1951,86,334,,Sold,,,http://www.redfin.com/DC/Washington/1226-47th-Pl-NE-20019/home/10125436,MRIS,DC9974308,N,Y,38.9069551,-76.9348912
PAST SALE,July-21-2017,Townhouse,1518 T St NW,Washington,DC,20009,1449000,2,2.5,Dupont/logan,1981,1779,1885,89,731,,Sold,,,http://www.redfin.com/DC/Washington/1518-T-St-NW-20009/home/9867896,MRIS,DC9977657,N,Y,38.9153052,-77.0353286
PAST SALE,July-21-2017,Townhouse,840 21st St NE,Washington,DC,20002,340000,2,1.0,Trinidad,864,1597,1937,89,394,,Sold,,,http://www.redfin.com/DC/Washington/840-21st-St-NE-20002/home/10111639,MRIS,DC9957378,N,Y,38.9013014,-76.9743876
PAST SALE,July-28-2017,Townhouse,1201 Kenyon St NW #2,Washington,DC,20010,550000,2,2.0,Columbia Heights,1015,,2017,82,542,115,Sold,,,http://www.redfin.com/DC/Washington/1201-Kenyon-St-NW-20010/unit-2/home/113814637,MRIS,DC9962665,N,Y,38.929951,-77.028232
PAST SALE,,Townhouse,2919 Mills Ave NE,Washington,DC,20018,270000,2,1.0,,1168,4059,1910,,231,,,,,http://www.redfin.com/DC/Washington/2919-Mills-Ave-NE-20018/home/10172628,,,N,Y,38.9278973,-76.973399
PAST SALE,August-3-2017,Townhouse,2003 Columbia Rd NW #2003,Washington,DC,20009,864000,2,2.5,Kalorama,1286,,1900,76,672,592,Sold,,,http://www.redfin.com/DC/Washington/2003-Columbia-Rd-NW-20009/unit-2003/home/10000034,MRIS,DC9978374,N,Y,38.9177574,-77.0458748
