SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,August-29-2017,Condo/Co-op,1 Scott Cir NW #514,Washington,DC,20036,202500,0,1.0,Dupont,400,,1941,50,506,461,Sold,,,http://www.redfin.com/DC/Washington/1-Scott-Cir-NW-20036/unit-514/home/9868931,MRIS,DC9937328,N,Y,38.9077561,-77.035982
PAST SALE,,Condo/Co-op,3000 7th St NE Apt 121,Washington,DC,20017,150000,0,1.0,,354,,1967,,424,,,,,http://www.redfin.com/DC/Washington/3000-7th-St-NE-20017/unit-121/home/10076573,,,N,Y,38.9278553,-76.9963847
PAST SALE,August-2-2017,Condo/Co-op,1701 16th St NW #614,Washington,DC,20009,249000,0,1.0,Old City #2,328,,1920,77,759,518,Sold,,,http://www.redfin.com/DC/Washington/1701-16th-St-NW-20009/unit-614/home/39582135,MRIS,DC9976583,N,Y,38.9130203,-77.036064
PAST SALE,August-3-2017,Condo/Co-op,2710 Macomb St NW #111,Washington,DC,20008,227500,0,1.0,Forest Hills,398,,1960,76,572,400,Sold,,,http://www.redfin.com/DC/Washington/2710-Macomb-St-NW-20008/unit-111/home/9989587,MRIS,DC9985065,N,Y,38.9333248,-77.0554879
PAST SALE,October-10-2017,Condo/Co-op,3900 Cathedral Ave NW Unit 513-A,Washington,DC,20016,216000,0,1.0,Observatory Circle,580,,1931,8,372,488,Sold,,,http://www.redfin.com/DC/Washington/3900-Cathedral-Ave-NW-20016/unit-513-A/home/40389215,MRIS,DC10027946,N,Y,38.9290548,-77.0781349
PAST SALE,July-26-2017,Condo/Co-op,1736 Willard St NW #505,Washington,DC,20009,321000,0,1.0,Dupont,450,,1890,84,713,273,Sold,,,http://www.redfin.com/DC/Washington/1736-Willard-St-NW-20009/unit-505/home/9857940,MRIS,DC9979813,N,Y,38.9161123,-77.0398796
PAST SALE,July-21-2017,Condo/Co-op,3100 Connecticut Ave NW #219,Washington,DC,20008,248000,0,1.0,Garfield,504,,1923,89,492,299,Sold,,,http://www.redfin.com/DC/Washington/3100-Connecticut-Ave-NW-20008/unit-219/home/9986986,MRIS,DC9959515,N,Y,38.9307363,-77.0563097
PAST SALE,September-15-2017,Condo/Co-op,520 N St SW Unit S-112,Washington,DC,20024,242900,0,1.0,Rla (sw),565,,1966,33,430,576,Sold,,,http://www.redfin.com/DC/Washington/520-N-St-SW-20024/unit-S-112/home/40119246,MRIS,DC9995224,N,Y,38.8743973,-77.0187172
PAST SALE,August-22-2017,Condo/Co-op,2800 Wisconsin Ave NW #310,Washington,DC,20007,174900,0,1.0,Observatory Circle,464,,1964,57,377,425,Sold,,,http://www.redfin.com/DC/Washington/2800-Wisconsin-Ave-NW-20007/unit-310/home/9974278,MRIS,DC9979524,N,Y,38.9264399,-77.0735292
PAST SALE,September-22-2017,Condo/Co-op,1101 L St NW #510,Washington,DC,20005,271000,0,1.0,Old City #2,428,,1926,26,633,300,Sold,,,http://www.redfin.com/DC/Washington/1101-L-St-NW-20005/unit-510/home/9876072,MRIS,DC10025087,N,Y,38.9042969,-77.0272973
PAST SALE,August-17-2017,Condo/Co-op,2800 Wisconsin Ave NW #805,Washington,DC,20007,195000,0,1.0,Observatory Circle,446,,1964,62,437,424,Sold,,,http://www.redfin.com/DC/Washington/2800-Wisconsin-Ave-NW-20007/unit-805/home/9974175,MRIS,DC9944434,N,Y,38.9264399,-77.0735292
PAST SALE,August-30-2017,Condo/Co-op,1117 10th St NW #307,Washington,DC,20001,330000,0,1.0,Old City #2,548,,2006,49,602,366,Sold,,,http://www.redfin.com/DC/Washington/1117-10th-St-NW-20001/unit-307/home/11746610,MRIS,DC10013064,N,Y,38.904518,-77.0256633
PAST SALE,July-26-2017,Townhouse,4016 Georgia Ave NW,Washington,DC,20011,1367000,0,7.5,Columbia Heights,4586,2584,1925,84,298,,Sold,,,http://www.redfin.com/DC/Washington/4016-Georgia-Ave-NW-20011/home/18433397,MRIS,DC9970628,N,Y,38.9403624,-77.0254006
